ID,Age,Power,Value_vehicle,Premium,N_claims_history,R_Claims_history,Seniority,Channel_label,Risk_label,total_claim_cost_by_type,n_claim_records,dominant_claim_type,segment
304,37,75.0,12705.0,20611.33,0,0,9,Acente,Binek araç,0.0,0.0,,1
305,57,110.0,25390.0,52954.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
306,62,60.0,1060221.0,16793.0,2,7,19,Acente,Van,0.0,0.0,,0
307,37,92.0,42185.0,7488.0,0,0,17,Acente,Tarım aracı,0.0,0.0,,0
308,35,70.0,15717.0,27672.67,1,5,3,Broker,Binek araç,882.0,1.0,negligence,1
309,74,109.0,20860.0,35973.5,3,15,3,Acente,Binek araç,0.0,0.0,,1
310,57,148.0,6642386.0,7651.33,0,0,13,Acente,Tarım aracı,0.0,0.0,,1
311,54,177.0,43700.0,33791.0,3,64,7,Acente,Binek araç,4995.0,1.0,travel assistance,1
312,45,70.0,12200.0,33162.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
313,61,100.0,16060.0,2549.0,5,13,17,Broker,Binek araç,0.0,0.0,,0
314,61,100.0,13110.0,33346.0,5,33,17,Broker,Binek araç,0.0,0.0,,0
315,46,86.0,14500.0,18451.5,1,0,14,Acente,Binek araç,0.0,0.0,,1
316,45,115.0,26680.0,36947.0,1,0,1,Acente,Van,0.0,0.0,,1
317,35,90.0,14850.0,28275.0,7,4,16,Broker,Binek araç,0.0,0.0,,0
318,76,75.0,1345065.0,26332.33,4,5,39,Acente,Binek araç,0.0,0.0,,0
319,73,100.0,1256115.0,48135.0,1,1,2,Acente,Binek araç,0.0,0.0,,1
320,77,75.0,977246.0,23587.0,5,3,2,Acente,Binek araç,0.0,0.0,,1
321,77,81.0,42920.0,5987.0,3,14,15,Broker,Tarım aracı,0.0,0.0,,0
322,77,81.0,42920.0,4568.33,3,7,15,Broker,Tarım aracı,0.0,0.0,,0
323,74,4.0,1199.0,11655.0,0,0,1,Acente,Motorsiklet,0.0,0.0,,1
324,75,60.0,930126.0,19677.67,2,9,27,Acente,Binek araç,0.0,0.0,,0
325,77,109.0,2322287.0,49228.67,12,196,7,Acente,Van,0.0,0.0,,2
326,76,64.0,1116051.0,21788.0,0,0,34,Acente,Binek araç,0.0,0.0,,0
327,75,65.0,846346.0,19175.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
328,77,75.0,16350.0,39525.33,1,0,3,Acente,Binek araç,0.0,0.0,,1
329,76,65.0,1301191.0,26459.0,1,9,12,Acente,Van,10418.0,1.0,travel assistance,1
330,76,82.0,1134182.0,30614.67,0,0,9,Acente,Binek araç,0.0,0.0,,1
331,70,51.0,7600.0,24584.0,0,0,4,Broker,Binek araç,0.0,0.0,,1
332,77,140.0,25690.0,23094.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
333,73,163.0,15475.0,34758.0,3,33,3,Broker,Binek araç,306364.0,2.0,all risks,1
334,74,70.0,11500.0,22319.67,1,0,20,Acente,Binek araç,0.0,0.0,,0
335,78,148.0,6642386.0,5774.67,0,0,21,Acente,Tarım aracı,0.0,0.0,,0
336,74,81.0,42920.0,3112.0,0,0,25,Acente,Tarım aracı,0.0,0.0,,0
337,73,9.0,2360.0,11344.5,0,0,3,Broker,Motorsiklet,0.0,0.0,,1
338,77,80.0,15450.0,29218.0,1,0,19,Acente,Van,0.0,0.0,,0
339,39,60.0,1123893.0,23385.5,0,0,18,Acente,Binek araç,0.0,0.0,,0
340,73,110.0,26308.0,22991.0,1,9,12,Acente,Binek araç,0.0,0.0,,1
341,74,0.0,2299.0,15661.67,16,9,24,Acente,Motorsiklet,0.0,0.0,,0
342,73,106.0,1126898.0,32025.5,0,0,9,Broker,Binek araç,0.0,0.0,,1
343,74,143.0,27600.0,44154.5,0,0,2,Broker,Binek araç,0.0,0.0,,1
344,37,4.0,86516.0,12729.0,0,0,9,Broker,Motorsiklet,0.0,0.0,,1
345,73,65.0,12650.0,22983.0,0,0,8,Acente,Van,0.0,0.0,,1
346,72,141.0,32850.0,52429.33,1,34,3,Broker,Binek araç,37533.0,1.0,broken windows,1
347,74,119.0,52999.0,5774.67,0,0,28,Acente,Tarım aracı,0.0,0.0,,0
348,74,90.0,1850501.0,19013.5,0,0,18,Acente,Binek araç,0.0,0.0,,0
349,75,84.0,1375449.0,27601.0,2,0,19,Acente,Binek araç,0.0,0.0,,0
350,73,105.0,2229755.0,17557.0,1,6,18,Broker,Binek araç,0.0,0.0,,0
351,73,4.0,86516.0,7002.5,18,0,22,Acente,Motorsiklet,0.0,0.0,,0
352,71,234.0,50770.0,119650.0,18,132,11,Acente,Binek araç,0.0,0.0,,0
353,71,90.0,18180.0,24704.0,0,0,2,Broker,Van,0.0,0.0,,1
354,74,82.0,1203527.0,38832.0,5,27,19,Acente,Binek araç,0.0,0.0,,0
355,73,82.0,1020519.0,19966.0,5,0,19,Acente,Binek araç,0.0,0.0,,0
356,72,82.0,20300.0,39718.0,5,0,19,Acente,Binek araç,0.0,0.0,,0
357,76,71.0,15450.0,25428.33,1,9,12,Acente,Van,0.0,0.0,,1
358,44,0.0,4999.0,4580.67,0,0,4,Broker,Motorsiklet,0.0,0.0,,1
359,77,66.0,11800.0,23596.67,0,0,4,Broker,Binek araç,0.0,0.0,,1
360,77,112.0,29150.0,32689.67,1,36,3,Acente,Binek araç,12245.0,1.0,travel assistance,1
361,75,90.0,1323097.0,22922.67,8,5,11,Acente,Binek araç,61758.0,1.0,complaint,0
362,75,60.0,96692.0,19296.0,9,1,13,Acente,Binek araç,0.0,0.0,,0
363,77,94.0,11555.0,21075.0,1,0,4,Acente,Binek araç,0.0,0.0,,1
364,73,71.0,1287368.0,2602.0,1,199,1,Broker,Van,0.0,0.0,,2
365,71,150.0,38800.0,47201.0,4,1,2,Broker,Binek araç,0.0,0.0,,1
366,72,60.0,1107665.0,29149.0,11,39,40,Acente,Van,0.0,0.0,,0
367,73,60.0,16270.0,31461.0,11,0,40,Acente,Binek araç,0.0,0.0,,0
368,72,105.0,1806621.0,19664.67,3,0,24,Broker,Binek araç,0.0,0.0,,0
369,76,57.0,25100.0,4868.0,0,0,2,Acente,Tarım aracı,0.0,0.0,,1
370,73,75.0,15690.0,20719.67,0,0,4,Broker,Binek araç,0.0,0.0,,1
371,74,100.0,1613085.0,18176.67,2,0,3,Acente,Binek araç,0.0,0.0,,1
372,72,16.0,3099.0,11143.0,0,0,3,Broker,Motorsiklet,0.0,0.0,,1
373,75,129.0,24030.0,24424.67,2,0,8,Acente,Binek araç,0.0,0.0,,1
374,75,129.0,42920.0,8232.33,2,0,8,Acente,Tarım aracı,0.0,0.0,,1
375,71,90.0,1536067.0,26156.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
376,73,5.0,147188.0,13316.67,0,0,4,Broker,Motorsiklet,0.0,0.0,,1
377,71,136.0,29300.0,53712.0,5,25,3,Broker,Binek araç,104896.0,3.0,travel assistance,1
378,72,80.0,39000.0,5859.33,0,0,4,Acente,Tarım aracı,0.0,0.0,,1
379,70,85.0,19540.0,29051.0,5,14,17,Acente,Van,0.0,0.0,,0
380,70,60.0,2950.0,5747.67,0,0,33,Broker,Van,0.0,0.0,,0
381,70,102.0,257346.0,24134.0,5,83,7,Broker,Van,0.0,0.0,,1
382,70,90.0,18300.0,13311.0,0,0,2,Acente,Van,0.0,0.0,,1
383,71,75.0,11910.0,23108.33,4,6,18,Acente,Binek araç,0.0,0.0,,0
384,36,125.0,2444037.0,33027.0,0,0,4,Acente,Binek araç,0.0,0.0,,1
385,73,110.0,18070.0,20661.0,0,0,12,Acente,Binek araç,0.0,0.0,,1
386,74,92.0,18450.0,33484.0,21,25,20,Acente,Binek araç,0.0,0.0,,0
387,33,82.0,139555.0,25309.67,0,0,4,Broker,Binek araç,0.0,0.0,,1
388,45,110.0,13040.0,34121.0,12,0,8,Broker,Van,0.0,0.0,,0
389,36,163.0,34500.0,44086.33,1,33,4,Broker,Binek araç,0.0,0.0,,1
390,66,90.0,1391343.0,25112.0,7,17,7,Acente,Binek araç,0.0,0.0,,0
391,76,70.0,13200.0,12186.5,3,39,11,Broker,Binek araç,0.0,0.0,,1
392,70,80.0,14517.0,33434.67,2,48,5,Acente,Binek araç,721.0,1.0,travel assistance,1
393,69,170.0,37800.0,31315.67,0,0,3,Acente,Binek araç,0.0,0.0,,1
394,67,113.0,3390309.0,26185.5,2,199,2,Broker,Binek araç,0.0,0.0,,2
395,69,136.0,20700.0,31365.0,17,0,2,Broker,Binek araç,0.0,0.0,,0
396,67,71.0,1342661.0,27314.0,10,5,21,Broker,Binek araç,0.0,0.0,,0
397,66,90.0,1142524.0,29647.0,3,4,3,Broker,Binek araç,43585.0,1.0,complaint,1
398,68,105.0,15355.0,17919.67,1,33,4,Broker,Van,0.0,0.0,,1
399,70,0.0,3829.0,4156.0,0,0,8,Acente,Motorsiklet,0.0,0.0,,1
400,66,105.0,18010.0,22343.0,1,0,14,Broker,Binek araç,0.0,0.0,,1
401,67,60.0,981843.0,22261.0,1,0,16,Acente,Van,0.0,0.0,,0
402,69,85.0,20140.0,28138.5,25,5,28,Acente,Van,0.0,0.0,,0
403,67,60.0,1244095.0,23827.0,1,5,27,Acente,Van,0.0,0.0,,0
404,69,103.0,922554.0,23887.0,0,0,7,Broker,Binek araç,0.0,0.0,,1
405,67,136.0,1712884.0,32459.67,2,7,5,Acente,Binek araç,0.0,0.0,,1
406,67,90.0,20000.0,37979.5,2,67,4,Broker,Binek araç,0.0,0.0,,1
407,68,65.0,11960.0,23566.67,1,6,19,Broker,Binek araç,0.0,0.0,,0
408,67,81.0,42920.0,3901.0,2,14,15,Broker,Tarım aracı,0.0,0.0,,0
409,67,90.0,1235681.0,18039.33,5,4,17,Broker,Binek araç,0.0,0.0,,0
410,67,90.0,1075624.0,17515.5,5,0,17,Broker,Binek araç,0.0,0.0,,0
411,66,90.0,42351.0,716.0,0,0,1,Broker,Tarım aracı,0.0,0.0,,1
412,67,105.0,18070.0,20381.67,1,17,7,Acente,Binek araç,0.0,0.0,,1
413,29,90.0,19570.0,29438.5,4,4,18,Acente,Binek araç,0.0,0.0,,0
414,28,90.0,16230.0,26255.0,4,0,18,Acente,Binek araç,0.0,0.0,,0
415,67,64.0,1124494.0,22525.0,1,25,4,Broker,Binek araç,0.0,0.0,,1
416,63,115.0,1616723.0,31543.0,1,5,3,Broker,Binek araç,0.0,0.0,,1
417,68,60.0,14875.0,28801.67,2,13,12,Acente,Van,0.0,0.0,,1
418,65,92.0,42185.0,7525.0,4,1,17,Acente,Tarım aracı,0.0,0.0,,0
419,67,75.0,11910.0,26412.33,1,7,16,Acente,Binek araç,0.0,0.0,,0
420,67,75.0,14792.0,22484.33,1,16,12,Acente,Binek araç,0.0,0.0,,1
421,30,120.0,26560.0,20475.0,5,121,13,Broker,Binek araç,945.0,1.0,travel assistance,0
422,65,87.0,14300.0,26921.5,0,0,2,Broker,Binek araç,0.0,0.0,,1
423,69,80.0,23020.0,34635.0,1,435,1,Broker,Van,0.0,0.0,,2
424,66,4.0,2034.0,12627.0,0,0,9,Broker,Motorsiklet,0.0,0.0,,1
425,65,8.0,5050.0,5069.0,1,0,9,Acente,Motorsiklet,0.0,0.0,,1
426,65,8.0,1809.0,3534.33,1,0,9,Acente,Motorsiklet,0.0,0.0,,1
427,66,12.0,3699.0,3922.0,0,0,3,Broker,Motorsiklet,0.0,0.0,,1
428,63,60.0,11800.0,24776.0,1,6,16,Broker,Binek araç,0.0,0.0,,0
429,63,150.0,22265.0,34657.0,2,44,5,Acente,Binek araç,0.0,0.0,,1
430,65,60.0,1305999.0,15782.0,0,0,10,Acente,Binek araç,0.0,0.0,,1
431,64,70.0,15500.0,34902.0,4,44,10,Acente,Binek araç,0.0,0.0,,1
432,65,115.0,28160.0,27329.0,1,71,2,Broker,Binek araç,0.0,0.0,,1
433,63,90.0,10730.0,19507.67,0,0,9,Acente,Binek araç,0.0,0.0,,1
434,67,136.0,1802796.0,21310.67,6,5,6,Acente,Binek araç,0.0,0.0,,1
435,65,92.0,42185.0,5728.67,0,0,29,Acente,Tarım aracı,0.0,0.0,,0
436,64,75.0,11910.0,13559.0,0,0,8,Broker,Binek araç,0.0,0.0,,1
437,66,82.0,15225.0,38189.0,3,0,2,Acente,Binek araç,0.0,0.0,,1
438,65,140.0,16400.0,23383.0,13,0,26,Acente,Binek araç,0.0,0.0,,0
439,64,83.0,2755001.0,26435.0,12,116,10,Broker,Binek araç,0.0,0.0,,0
440,66,81.0,42920.0,7419.33,0,0,32,Broker,Tarım aracı,0.0,0.0,,0
441,64,75.0,18770.0,65771.33,15,172,14,Acente,Van,0.0,0.0,,0
442,35,90.0,18598.0,21512.5,2,15,16,Acente,Binek araç,43632.0,1.0,complaint,0
443,63,63.0,1465869.0,34816.33,0,0,3,Broker,Van,0.0,0.0,,1
444,66,142.0,20877.0,19365.5,0,0,2,Broker,Binek araç,0.0,0.0,,1
445,64,60.0,1060221.0,22305.0,0,0,15,Acente,Van,0.0,0.0,,1
446,64,90.0,18943.0,23569.67,0,0,3,Acente,Binek araç,0.0,0.0,,1
447,64,60.0,10100.0,25613.0,2,13,16,Acente,Binek araç,0.0,0.0,,0
448,65,90.0,17205.0,20589.0,4,198,5,Broker,Binek araç,0.0,0.0,,2
449,61,110.0,24885.0,22782.0,3,8,22,Broker,Binek araç,0.0,0.0,,0
450,63,140.0,27210.0,26029.33,2,35,3,Broker,Binek araç,0.0,0.0,,1
451,62,94.0,2478574.0,31403.5,4,1,13,Broker,Van,0.0,0.0,,0
452,64,94.0,15410.0,33077.67,4,37,13,Broker,Van,0.0,0.0,,0
453,62,94.0,349542.0,39866.0,4,0,13,Broker,Binek araç,0.0,0.0,,0
454,57,150.0,3365668.0,32509.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
455,63,90.0,16490.0,25508.0,10,0,26,Acente,Binek araç,0.0,0.0,,0
456,65,75.0,1025327.0,23413.0,6,1,7,Acente,Binek araç,14282.0,1.0,travel assistance,1
457,41,80.0,15970.0,13983.5,1,73,2,Broker,Binek araç,0.0,0.0,,1
458,64,115.0,2457538.0,30401.33,10,6,12,Acente,Binek araç,0.0,0.0,,0
459,60,83.0,10150.0,20591.0,3,1,5,Broker,Binek araç,0.0,0.0,,1
460,61,90.0,16645.0,19992.5,0,0,8,Broker,Binek araç,0.0,0.0,,1
461,61,95.0,16380.0,46334.0,3,33,4,Broker,Binek araç,0.0,0.0,,1
462,62,90.0,22390.0,25723.0,1,0,11,Broker,Binek araç,0.0,0.0,,1
463,62,92.0,42185.0,633.0,2,0,20,Acente,Tarım aracı,0.0,0.0,,0
464,34,141.0,32850.0,11340.33,3,3,11,Acente,Binek araç,71865.0,1.0,complaint,1
465,58,110.0,24300.0,54438.0,3,6,6,Broker,Binek araç,0.0,0.0,,1
466,63,100.0,30500.0,35368.5,7,1,4,Broker,Binek araç,0.0,0.0,,1
467,60,238.0,42670.0,31368.0,4,0,1,Acente,Binek araç,0.0,0.0,,1
468,62,238.0,17480.0,23226.0,4,0,1,Acente,Binek araç,0.0,0.0,,1
469,64,60.0,1338645.0,20828.0,0,0,2,Broker,Van,0.0,0.0,,1
470,65,92.0,18780.0,41522.33,1,0,20,Acente,Binek araç,0.0,0.0,,0
471,62,109.0,20265.0,31909.33,7,84,9,Broker,Binek araç,0.0,0.0,,0
472,60,75.0,1197817.0,25944.0,3,15,3,Broker,Binek araç,0.0,0.0,,1
473,64,120.0,25260.0,29712.33,8,78,11,Acente,Binek araç,5209.0,1.0,travel assistance,0
474,65,64.0,1178231.0,23943.0,0,0,8,Acente,Binek araç,0.0,0.0,,1
475,60,75.0,3542365.0,6211.33,0,0,18,Acente,Tarım aracı,0.0,0.0,,0
476,59,55.0,7200.0,2228.0,3,15,3,Broker,Binek araç,0.0,0.0,,1
477,64,110.0,16500.0,12598.5,19,96,19,Acente,Binek araç,0.0,0.0,,0
478,33,100.0,14385.0,11971.33,10,47,17,Acente,Binek araç,0.0,0.0,,0
479,60,71.0,1287368.0,21700.0,2,0,7,Acente,Van,0.0,0.0,,1
480,62,110.0,22910.0,17271.67,4,71,6,Broker,Binek araç,16287.0,2.0,travel assistance,1
481,59,113.0,3390309.0,284.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
482,61,116.0,20070.0,54132.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
483,63,75.0,13290.0,26607.67,4,0,20,Acente,Binek araç,0.0,0.0,,0
484,59,150.0,39900.0,38054.0,9,45,31,Broker,Binek araç,175974.0,1.0,all risks,0
485,59,130.0,1457454.0,12484.5,13,94,14,Broker,Binek araç,0.0,0.0,,0
486,59,84.0,1489695.0,24181.0,1,0,4,Acente,Binek araç,0.0,0.0,,1
487,59,84.0,17640.0,7364.0,1,0,4,Acente,Binek araç,0.0,0.0,,1
488,60,90.0,1772385.0,22181.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
489,77,60.0,1075211.0,23992.33,3,18,17,Broker,Binek araç,0.0,0.0,,0
490,60,110.0,24100.0,28407.0,7,0,12,Acente,Binek araç,0.0,0.0,,0
491,62,90.0,13200.0,21455.67,1,16,7,Broker,Binek araç,0.0,0.0,,1
492,61,11.0,2995.0,4184.33,0,0,3,Acente,Motorsiklet,0.0,0.0,,1
493,59,110.0,16830.0,23327.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
494,62,90.0,149652.0,27719.67,0,0,10,Acente,Binek araç,0.0,0.0,,1
495,54,26.0,30000.0,9095.5,0,0,20,Acente,Tarım aracı,0.0,0.0,,0
496,59,68.0,125912.0,20043.0,1,17,9,Acente,Binek araç,0.0,0.0,,1
497,60,68.0,25200.0,22602.67,1,0,9,Acente,Binek araç,0.0,0.0,,1
498,61,68.0,11400.0,19413.0,1,0,9,Acente,Binek araç,0.0,0.0,,1
499,59,90.0,18598.0,21632.0,2,4,6,Acente,Binek araç,0.0,0.0,,1
500,60,110.0,12080.0,24593.0,15,0,19,Acente,Binek araç,0.0,0.0,,0
501,60,110.0,19270.0,56185.0,15,0,19,Acente,Binek araç,0.0,0.0,,0
502,58,6.0,1071.0,13312.0,1,6,18,Broker,Motorsiklet,0.0,0.0,,0
503,29,105.0,20700.0,33510.5,5,71,8,Broker,Binek araç,0.0,0.0,,1
504,61,100.0,1529576.0,26497.0,0,0,7,Acente,Binek araç,0.0,0.0,,1
505,59,90.0,20330.0,28886.0,2,296,1,Broker,Van,0.0,0.0,,2
506,58,125.0,3019485.0,24836.0,6,29,15,Broker,Binek araç,0.0,0.0,,0
507,58,125.0,14875.0,28528.0,6,11,15,Broker,Van,0.0,0.0,,0
508,60,37.0,25400.0,4228.33,1,0,26,Acente,Tarım aracı,0.0,0.0,,0
509,59,100.0,1586672.0,12961.5,2,18,12,Acente,Binek araç,0.0,0.0,,1
510,61,148.0,6642386.0,5774.67,0,0,20,Acente,Tarım aracı,0.0,0.0,,0
511,61,90.0,18090.0,25841.0,0,0,5,Broker,Binek araç,0.0,0.0,,1
512,59,180.0,36270.0,67187.0,3,5,12,Broker,Binek araç,10329.0,2.0,all risks,0
513,61,90.0,2052886.0,30525.67,1,23,5,Acente,Van,129732.0,1.0,complaint,1
514,68,9.0,1849.0,10114.33,0,0,3,Broker,Motorsiklet,0.0,0.0,,1
515,35,120.0,22270.0,23842.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
516,60,100.0,23640.0,12801.5,0,0,2,Broker,Binek araç,0.0,0.0,,1
517,60,54.0,875074.0,30438.0,2,4,6,Acente,Binek araç,0.0,0.0,,1
518,64,75.0,1037367.0,21694.67,5,47,5,Acente,Binek araç,0.0,0.0,,1
519,59,75.0,16430.0,28824.67,1,42,3,Broker,Binek araç,71839.0,1.0,complaint,1
520,60,84.0,1536367.0,21635.33,1,0,7,Acente,Van,0.0,0.0,,1
521,61,5.0,1435.0,12047.67,1,9,19,Acente,Motorsiklet,48909.0,1.0,complaint,0
522,58,60.0,11800.0,27625.5,9,0,2,Broker,Binek araç,0.0,0.0,,1
523,57,184.0,4026781.0,4485.0,2,1,12,Broker,Binek araç,0.0,0.0,,1
524,57,184.0,632866.0,30313.0,2,0,12,Broker,Binek araç,0.0,0.0,,1
525,59,90.0,19005.0,19725.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
526,57,100.0,23160.0,24777.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
527,60,90.0,19690.0,32293.0,1,0,3,Acente,Binek araç,0.0,0.0,,1
528,59,115.0,21400.0,31565.67,1,0,8,Acente,Van,0.0,0.0,,1
529,57,115.0,30220.0,24636.0,1,25,8,Acente,Binek araç,0.0,0.0,,1
530,60,120.0,2742999.0,36530.5,4,0,19,Acente,Van,0.0,0.0,,0
531,58,90.0,20950.0,13822.5,0,0,2,Acente,Binek araç,0.0,0.0,,1
532,57,90.0,13738.0,29556.0,0,0,2,Acente,Binek araç,0.0,0.0,,1
533,58,90.0,19190.0,2597.0,0,0,2,Acente,Binek araç,0.0,0.0,,1
534,58,90.0,20060.0,26316.67,3,33,10,Acente,Binek araç,0.0,0.0,,1
535,58,100.0,21080.0,31127.0,2,25,9,Acente,Van,0.0,0.0,,1
536,56,90.0,19379.0,25328.0,0,0,4,Broker,Binek araç,0.0,0.0,,1
537,58,140.0,25270.0,27366.0,2,37,6,Broker,Binek araç,17003.0,1.0,complaint,1
538,57,140.0,15431.0,23542.5,2,0,6,Broker,Van,0.0,0.0,,1
539,59,70.0,12815.0,22591.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
540,58,76.0,1547606.0,22713.0,0,0,1,Broker,Van,0.0,0.0,,1
541,60,92.0,17740.0,24637.67,0,0,8,Broker,Binek araç,0.0,0.0,,1
542,47,92.0,42185.0,7598.33,0,0,16,Acente,Tarım aracı,0.0,0.0,,0
543,56,60.0,35624.0,5859.33,0,0,4,Acente,Tarım aracı,0.0,0.0,,1
544,56,7.0,149953.0,7255.0,1,0,23,Acente,Motorsiklet,0.0,0.0,,0
545,61,65.0,1123893.0,14919.5,1,0,7,Broker,Binek araç,0.0,0.0,,1
546,55,163.0,36100.0,346.0,17,27,20,Broker,Binek araç,0.0,0.0,,0
547,56,163.0,10820.0,22216.5,17,5,20,Broker,Binek araç,0.0,0.0,,0
548,58,90.0,15665.0,33957.67,4,33,11,Broker,Binek araç,0.0,0.0,,0
549,58,60.0,2950.0,5750.5,1,3,30,Acente,Van,0.0,0.0,,0
550,57,193.0,3914993.0,27887.67,0,0,3,Broker,Binek araç,0.0,0.0,,1
551,58,193.0,17205.0,22185.0,0,0,3,Broker,Binek araç,0.0,0.0,,1
552,57,90.0,1179474.0,29823.67,1,14,8,Acente,Binek araç,0.0,0.0,,1
553,55,115.0,19900.0,84788.0,5,399,8,Broker,Binek araç,0.0,0.0,,2
554,56,115.0,11230.0,4358.0,5,5,8,Broker,Binek araç,0.0,0.0,,1
555,57,85.0,1416582.0,59094.0,0,0,3,Broker,Binek araç,0.0,0.0,,1
556,58,109.0,19350.0,37645.67,0,0,3,Broker,Binek araç,0.0,0.0,,1
557,65,37.0,25400.0,5774.67,5,0,19,Acente,Tarım aracı,0.0,0.0,,0
558,58,105.0,19170.0,30670.5,0,0,2,Broker,Binek araç,0.0,0.0,,1
559,58,105.0,178741.0,42299.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
560,59,26.0,30000.0,7940.0,1,1,10,Acente,Tarım aracı,0.0,0.0,,1
561,56,131.0,2851499.0,21510.0,2,0,15,Broker,Binek araç,0.0,0.0,,0
562,59,100.0,193648.0,18193.0,2,2,11,Acente,Binek araç,0.0,0.0,,1
563,56,92.0,19380.0,29010.67,4,26,5,Broker,Binek araç,0.0,0.0,,1
564,59,70.0,15350.0,22494.0,6,45,12,Acente,Binek araç,0.0,0.0,,0
565,58,70.0,1030135.0,21926.0,6,33,12,Acente,Binek araç,0.0,0.0,,0
566,53,95.0,18670.0,26864.0,2,66,2,Broker,Van,0.0,0.0,,1
567,57,99.0,17470.0,43684.0,1,64,2,Broker,Binek araç,9484.0,1.0,all risks,1
568,56,105.0,22605.0,38700.0,1,25,4,Acente,Binek araç,0.0,0.0,,1
569,57,136.0,27000.0,53072.67,0,0,3,Broker,Binek araç,0.0,0.0,,1
570,58,136.0,12600.0,24882.67,0,0,3,Broker,Binek araç,0.0,0.0,,1
571,57,0.0,4699.0,13679.67,11,0,14,Acente,Motorsiklet,0.0,0.0,,0
572,57,5.0,105145.0,13856.5,2,2,8,Broker,Motorsiklet,0.0,0.0,,1
573,57,11.0,2100.0,10736.0,0,0,1,Broker,Motorsiklet,0.0,0.0,,1
574,56,129.0,25921.0,32734.0,4,8,6,Broker,Binek araç,0.0,0.0,,1
575,59,125.0,3556795.0,37721.0,0,0,2,Acente,Van,0.0,0.0,,1
576,57,68.0,15410.0,17890.67,2,7,24,Acente,Binek araç,0.0,0.0,,0
577,57,105.0,22450.0,31936.5,0,0,4,Acente,Binek araç,0.0,0.0,,1
578,56,105.0,1592682.0,22882.0,0,0,4,Acente,Binek araç,0.0,0.0,,1
579,58,50.0,762684.0,23323.67,1,6,19,Acente,Binek araç,0.0,0.0,,0
580,58,92.0,42185.0,6211.33,2,0,19,Acente,Tarım aracı,0.0,0.0,,0
581,58,110.0,25240.0,40781.5,2,0,7,Acente,Binek araç,0.0,0.0,,1
582,57,100.0,198935.0,30933.0,0,0,5,Acente,Binek araç,0.0,0.0,,1
583,57,100.0,25360.0,9870.33,0,0,5,Acente,Binek araç,0.0,0.0,,1
584,56,112.0,1119686.0,30126.0,9,75,11,Acente,Binek araç,0.0,0.0,,0
585,55,120.0,1938264.0,58382.5,30,15,24,Broker,Van,187033.0,1.0,negligence,0
586,56,68.0,1042756.0,25722.67,2,2,11,Broker,Binek araç,0.0,0.0,,1
587,56,88.0,1668276.0,26946.0,2,1,17,Acente,Van,14563.0,1.0,theft,0
588,55,75.0,10590.0,37619.0,4,2,2,Acente,Binek araç,0.0,0.0,,1
589,55,71.0,7800.0,46032.5,9,1,29,Acente,Binek araç,0.0,0.0,,0
590,67,92.0,42185.0,7525.0,0,0,24,Acente,Tarım aracı,0.0,0.0,,0
591,57,115.0,22470.0,19869.33,2,29,8,Acente,Binek araç,0.0,0.0,,1
592,58,100.0,21909.0,15239.0,1,54,2,Acente,Van,0.0,0.0,,1
593,56,5.0,203743.0,10951.0,0,0,1,Acente,Motorsiklet,0.0,0.0,,1
594,56,225.0,50150.0,70076.0,5,5,11,Broker,Binek araç,14532.0,1.0,all risks,0
595,56,100.0,14710.0,33222.5,0,0,7,Broker,Binek araç,0.0,0.0,,1
596,56,90.0,12891.0,26961.0,4,4,11,Broker,Binek araç,0.0,0.0,,0
597,58,105.0,16815.0,40758.5,1,0,8,Acente,Binek araç,0.0,0.0,,1
598,57,105.0,26300.0,23248.0,1,1,8,Acente,Binek araç,0.0,0.0,,1
599,54,90.0,1142524.0,23563.0,0,0,6,Acente,Binek araç,0.0,0.0,,1
600,54,105.0,17350.0,26096.0,2,29,8,Acente,Binek araç,0.0,0.0,,1
601,55,67.0,1361893.0,23488.0,5,2,25,Acente,Binek araç,0.0,0.0,,0
602,57,130.0,21985.0,30428.67,9,9,11,Acente,Binek araç,0.0,0.0,,0
603,55,110.0,22350.0,34563.67,6,65,13,Broker,Binek araç,0.0,0.0,,0
604,55,90.0,16610.0,29055.0,1,0,3,Broker,Van,0.0,0.0,,1
605,56,90.0,4422311.0,35042.0,1,0,3,Broker,Binek araç,0.0,0.0,,1
606,22,125.0,1766976.0,39912.5,0,0,2,Broker,Binek araç,0.0,0.0,,1
607,57,75.0,15145.0,17547.5,2,157,2,Acente,Binek araç,21728.0,2.0,travel assistance,2
608,55,5.0,3200.0,9572.5,1,7,3,Broker,Motorsiklet,0.0,0.0,,1
